ID,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Type_of_order,multiple_deliveries,Festival,City,Time_taken_min
0x3ab4,05/03/2022,09:35:00,09:45:00,Stormy,Low,Buffet,0,No,Metropolitian,24
0x828e,02/03/2022,19:30:00,19:35:00,Stormy,Jam,Snack,1,No,Metropolitian,42
0x6aa1,18/03/2022,21:55:00,22:00:00,Sunny,Jam,Meal,0,No,Metropolitian,31
0x122c,07/03/2022,23:20:00,23:25:00,Sandstorms,Low,Drinks,1,No,Metropolitian,24
0x5cac,17/03/2022,17:50:00,18:05:00,Sunny,Medium,Buffet,1,No,Metropolitian,18
0xdc08,12/02/2022,23:25:00,23:35:00,Fog,Low,Meal,1,No,Metropolitian,41
0x98b4,29/03/2022,17:50:00,17:55:00,Windy,Medium,Drinks,1,No,Metropolitian,32
0xbaac,25/03/2022,19:30:00,19:35:00,Cloudy,Jam,Drinks,2,No,Urban,47
0x44d6,06/04/2022,23:50:00,00:00:00,Sunny,Low,Meal,1,No,Metropolitian,29
0x940c,01/03/2022,16:15:00,16:30:00,Sandstorms,Medium,Meal,1,No,Metropolitian,28
0x69da,21/03/2022,11:55:00,12:10:00,Sunny,High,Snack,1,No,Metropolitian,41
0xde02,17/02/2022,14:20:00,14:25:00,Sandstorms,High,Drinks,1,No,Metropolitian,18
0x1a3a,07/03/2022,14:40:00,14:45:00,Sandstorms,High,Drinks,1,Yes,Metropolitian,40
0x6b1c,31/03/2022,18:15:00,18:20:00,Stormy,Medium,Buffet,0,No,Semi-Urban,48
0x7c1d,09/03/2022,12:30:00,12:45:00,Sunny,High,Meal,1,No,Metropolitian,23
0x11d3,07/03/2022,16:50:00,16:55:00,Sandstorms,Medium,Drinks,0,No,Metropolitian,31
0x2079,10/03/2022,19:40:00,19:50:00,Sunny,Jam,Buffet,0,No,Metropolitian,13
0x7685,13/03/2022,21:40:00,21:45:00,Sunny,Jam,Buffet,1,Yes,Metropolitian,52
0x7eaa,29/03/2022,23:10:00,23:25:00,Stormy,Low,Buffet,1,No,Metropolitian,15
0xb63d,14/03/2022,18:00:00,18:05:00,Stormy,Medium,Drinks,1,No,Metropolitian,32
0xcecd,17/02/2022,15:40:00,15:45:00,Windy,Medium,Snack,0,No,Metropolitian,26
0xb586,25/03/2022,19:30:00,19:45:00,Fog,Jam,Drinks,1,No,Metropolitian,44
0xd5ee,12/02/2022,21:15:00,21:20:00,Fog,Jam,Buffet,3,Yes,Metropolitian,48
0x73a4,16/03/2022,22:10:00,22:15:00,Stormy,Low,Snack,1,No,Metropolitian,24
0x8a9a,01/03/2022,18:35:00,18:40:00,Fog,Medium,Buffet,1,No,Metropolitian,16
0xc9ad,11/02/2022,23:20:00,23:35:00,Windy,Low,Snack,1,No,Urban,21
0xca6b,18/02/2022,22:25:00,22:35:00,Stormy,Low,Meal,1,No,Urban,17
0x796e,21/03/2022,11:20:00,11:30:00,Stormy,High,Drinks,0,No,Metropolitian,28
0xba93,10/03/2022,18:00:00,18:10:00,Cloudy,Medium,Drinks,3,No,Metropolitian,46
0x24d6,04/03/2022,19:50:00,20:00:00,Sandstorms,Jam,Drinks,0,No,Metropolitian,18
0x1953,01/04/2022,09:30:00,09:35:00,Sunny,Low,Drinks,0,No,Urban,29
0x29b0,27/03/2022,17:45:00,18:00:00,Stormy,Medium,Snack,1,Yes,Urban,48
0xd24,03/04/2022,15:15:00,15:25:00,Sunny,Medium,Buffet,0,No,Metropolitian,19
0x14bb,03/03/2022,08:35:00,08:50:00,Stormy,Low,Meal,0,No,Urban,25
0xd69b,13/02/2022,22:30:00,22:45:00,Windy,Low,Meal,0,No,Metropolitian,23
0x2648,05/03/2022,13:15:00,13:20:00,Cloudy,High,Drinks,0,No,Metropolitian,22
0x8076,06/04/2022,17:35:00,17:40:00,Sandstorms,Medium,Snack,1,No,Metropolitian,17
0xad97,05/04/2022,14:40:00,14:55:00,Sunny,High,Buffet,1,No,Metropolitian,17
0x7f04,07/03/2022,15:15:00,15:30:00,Fog,Medium,Buffet,0,No,Urban,19
0xa931,06/03/2022,23:10:00,23:25:00,Sunny,Low,Drinks,1,No,Metropolitian,34
0xa8dc,09/03/2022,15:25:00,15:30:00,Cloudy,Medium,Buffet,0,No,Metropolitian,19
0x6366,16/03/2022,20:20:00,20:35:00,Cloudy,Jam,Buffet,0,No,Metropolitian,38
0x63cd,26/03/2022,10:20:00,10:30:00,Cloudy,Low,Drinks,1,No,Metropolitian,16
0x86ab,04/04/2022,21:25:00,21:40:00,Cloudy,Jam,Snack,1,No,Urban,47
0x8188,27/03/2022,20:10:00,20:15:00,Cloudy,Jam,Drinks,0,No,Metropolitian,32
0x4297,27/03/2022,22:00:00,22:15:00,Fog,Jam,Snack,2,No,Metropolitian,48
0xa12,13/03/2022,19:15:00,19:25:00,Sunny,Jam,Drinks,1,No,Metropolitian,20
0x73e8,05/03/2022,19:40:00,19:45:00,Windy,Jam,Buffet,1,No,Metropolitian,25
0x6e4b,13/03/2022,11:40:00,11:45:00,Stormy,High,Buffet,0,No,Urban,20
0x52bd,26/03/2022,19:55:00,20:05:00,Sandstorms,Jam,Meal,1,No,Metropolitian,27
0xd3e5,16/02/2022,23:25:00,23:30:00,Fog,Low,Snack,1,No,Metropolitian,20
0xbafe,03/04/2022,23:50:00,00:00:00,Stormy,Low,Snack,0,No,Metropolitian,25
0x8973,21/03/2022,16:20:00,16:25:00,Windy,Medium,Buffet,1,No,Urban,35
0x2d4d,28/03/2022,21:30:00,21:40:00,Sandstorms,Jam,Buffet,1,No,Metropolitian,25
0x42ff,29/03/2022,21:35:00,21:50:00,Sunny,Jam,Buffet,0,No,Metropolitian,31
0x2df9,10/03/2022,19:35:00,19:45:00,Sandstorms,Jam,Snack,0,No,Metropolitian,28
0x43a9,03/03/2022,19:20:00,19:35:00,Windy,Jam,Drinks,1,No,Metropolitian,48
0x785,01/04/2022,17:50:00,18:00:00,Fog,Medium,Drinks,1,No,Urban,25
0x893a,09/03/2022,09:55:00,10:00:00,Windy,Low,Snack,0,No,Metropolitian,11
0x7547,02/03/2022,20:00:00,20:05:00,Stormy,Jam,Buffet,1,No,Metropolitian,24
0x7bc8,09/03/2022,18:15:00,18:25:00,Stormy,Medium,Meal,1,No,Metropolitian,35
0xb9f6,21/03/2022,17:55:00,18:05:00,Sandstorms,Medium,Meal,2,No,Metropolitian,36
0x129e,18/03/2022,19:50:00,20:05:00,Sandstorms,Jam,Buffet,3,No,Metropolitian,45
0xc3f9,13/02/2022,10:20:00,10:30:00,Sunny,Low,Drinks,0,No,Urban,26
0x8807,03/03/2022,19:10:00,19:20:00,Windy,Jam,Snack,1,No,Metropolitian,31
0xc0cd,18/02/2022,22:55:00,23:05:00,Fog,Low,Drinks,0,No,Metropolitian,22
0x529b,29/03/2022,23:00:00,23:10:00,Sandstorms,Low,Snack,1,No,Urban,20
0x4b36,01/04/2022,08:35:00,08:45:00,Stormy,Low,Meal,1,No,Metropolitian,17
0x5d70,10/03/2022,22:00:00,22:15:00,Sandstorms,Jam,Snack,1,No,Metropolitian,36
0x71eb,02/03/2022,23:30:00,23:40:00,Sandstorms,Low,Meal,0,No,Urban,16
0x68dc,05/03/2022,12:55:00,13:00:00,Stormy,High,Drinks,1,No,Metropolitian,35
0x90e2,04/03/2022,19:45:00,19:50:00,Cloudy,Jam,Snack,2,Yes,Metropolitian,48
0xdf29,18/02/2022,17:20:00,17:35:00,Sunny,Medium,Drinks,0,No,Metropolitian,21
0xc48,01/04/2022,08:45:00,09:00:00,Cloudy,Low,Snack,1,No,Urban,18
0xc5f,10/03/2022,22:45:00,22:50:00,Sandstorms,Low,Snack,0,No,Metropolitian,15
0x4973,11/03/2022,23:15:00,23:25:00,Sunny,Low,Buffet,0,No,Metropolitian,15
0x7de6,01/04/2022,15:40:00,15:55:00,Windy,Medium,Snack,1,No,Metropolitian,19
0x9a42,09/03/2022,11:10:00,11:25:00,Sunny,High,Snack,0,No,Metropolitian,13
0x3eba,19/03/2022,12:00:00,12:15:00,Cloudy,High,Meal,1,No,Urban,25
0x3fe2,15/03/2022,09:15:00,09:25:00,Cloudy,Low,Meal,1,No,Urban,17
0xa4f7,19/03/2022,18:20:00,18:35:00,Sunny,Medium,Drinks,0,No,Metropolitian,12
0x3647,03/03/2022,20:45:00,20:55:00,Stormy,Jam,Snack,1,No,Metropolitian,30
0x56b8,07/03/2022,08:20:00,08:35:00,Cloudy,Low,Drinks,0,No,Urban,17
0x43af,03/04/2022,18:30:00,18:40:00,Fog,Medium,Buffet,1,No,Metropolitian,18
0xb184,08/03/2022,19:30:00,19:40:00,Sunny,Jam,Snack,0,No,Metropolitian,25
0xc85,11/03/2022,20:30:00,20:40:00,Fog,Jam,Buffet,1,No,Urban,24
0xcfb2,15/02/2022,08:30:00,08:35:00,Cloudy,Low,Drinks,1,No,Urban,19
0xafa3,03/04/2022,21:15:00,21:25:00,Sandstorms,Jam,Snack,1,No,Urban,23
0x66d3,01/03/2022,22:15:00,22:20:00,Sunny,Low,Meal,1,No,Metropolitian,20
0x4279,02/03/2022,21:20:00,21:25:00,Windy,Jam,Meal,1,No,Metropolitian,41
0xbb1d,05/04/2022,22:10:00,22:25:00,Sunny,Low,Snack,0,No,Urban,19
0xcca1,13/02/2022,09:20:00,09:30:00,Windy,Low,Buffet,0,No,Urban,23
0xcdde,15/02/2022,11:20:00,11:25:00,Sunny,High,Buffet,1,No,Metropolitian,21
0x5cfd,01/04/2022,22:15:00,22:30:00,Sandstorms,Low,Snack,1,No,Metropolitian,27
0x6943,16/03/2022,19:25:00,19:35:00,Cloudy,Jam,Snack,1,Yes,Metropolitian,40
0x1dfd,07/03/2022,11:55:00,12:05:00,Sunny,High,Buffet,2,No,Metropolitian,40
0x96ca,06/03/2022,23:30:00,23:35:00,Stormy,Low,Buffet,1,No,Metropolitian,24
0x3410,26/03/2022,08:35:00,08:45:00,Stormy,Low,Drinks,1,No,Metropolitian,29
0x11bc,02/03/2022,18:30:00,18:35:00,Windy,Medium,Meal,1,No,Urban,24
0xbc24,01/03/2022,10:25:00,10:40:00,Windy,Low,Meal,1,No,Metropolitian,26
0x85f0,02/03/2022,21:25:00,21:40:00,Sunny,Jam,Snack,0,No,Urban,28
0x9da,03/04/2022,10:25:00,10:35:00,Sandstorms,Low,Drinks,1,No,Urban,16
0x3860,30/03/2022,14:10:00,14:20:00,Sunny,High,Snack,1,No,Urban,23
0x79a2,05/03/2022,11:35:00,11:40:00,Sunny,High,Buffet,3,No,Metropolitian,49
0x14aa,06/03/2022,23:25:00,23:35:00,Sunny,Low,Meal,2,No,Metropolitian,40
0x6acc,19/03/2022,20:25:00,20:35:00,Cloudy,Jam,Meal,0,No,Metropolitian,20
0xb5ce,05/04/2022,19:40:00,19:55:00,Sunny,Jam,Buffet,0,No,Metropolitian,22
0x7d1d,03/03/2022,20:15:00,20:20:00,Cloudy,Jam,Drinks,1,No,Metropolitian,33
0x5c6c,16/03/2022,17:35:00,17:50:00,Sunny,Medium,Buffet,1,No,Metropolitian,29
0x34ee,08/03/2022,22:00:00,22:05:00,Sandstorms,Jam,Snack,1,No,Urban,31
0x5b31,03/04/2022,11:15:00,11:25:00,Sandstorms,High,Drinks,0,No,Metropolitian,24
0x5e9f,05/04/2022,19:45:00,20:00:00,Sunny,Jam,Drinks,1,No,Urban,21
0xc706,15/02/2022,19:15:00,19:25:00,Stormy,Jam,Meal,1,No,Metropolitian,23
0x3caa,14/03/2022,23:45:00,00:00:00,Fog,Low,Snack,0,No,Metropolitian,20
0xb7d7,31/03/2022,23:45:00,00:00:00,Cloudy,Low,Buffet,0,No,Metropolitian,22
0x1dc5,15/03/2022,16:10:00,16:20:00,Stormy,Medium,Snack,0,No,Metropolitian,22
0x877b,14/03/2022,19:30:00,19:45:00,Cloudy,Jam,Meal,1,No,Metropolitian,41
0x7b4,29/03/2022,19:10:00,19:25:00,Fog,Jam,Snack,1,No,Metropolitian,40
0x4fcb,28/03/2022,16:25:00,16:40:00,Sunny,Medium,Drinks,1,No,Metropolitian,19
0xa31f,09/03/2022,21:25:00,21:35:00,Sunny,Jam,Buffet,1,No,Metropolitian,20
0xc9d0,15/02/2022,14:10:00,14:15:00,Cloudy,High,Snack,1,No,Metropolitian,26
0x2d1c,23/03/2022,23:40:00,23:55:00,Windy,Low,Snack,0,No,Metropolitian,12
0x35e9,13/03/2022,08:10:00,08:25:00,Cloudy,Low,Drinks,0,No,Metropolitian,22
0x5d49,16/03/2022,20:35:00,20:40:00,Stormy,Jam,Meal,1,No,Urban,17
0xae48,02/03/2022,19:25:00,19:35:00,Cloudy,Jam,Snack,2,No,Metropolitian,40
0x1e30,05/03/2022,22:35:00,22:45:00,Fog,Low,Drinks,0,No,Metropolitian,19
0xd71a,12/02/2022,19:50:00,20:05:00,Fog,Jam,Snack,0,No,Metropolitian,51
0xb898,01/04/2022,10:50:00,11:00:00,Fog,Low,Snack,1,No,Urban,17
0x113b,03/04/2022,14:55:00,15:10:00,Stormy,High,Meal,1,No,Metropolitian,18
0x1025,24/03/2022,10:00:00,10:05:00,Windy,Low,Snack,0,No,Metropolitian,11
0x2001,21/03/2022,18:45:00,18:55:00,Sunny,Medium,Snack,0,No,Urban,18
0x4618,30/03/2022,17:15:00,17:25:00,Windy,Medium,Buffet,1,No,Metropolitian,32
0xb2b9,12/03/2022,21:50:00,22:05:00,Sunny,Jam,Snack,1,No,Metropolitian,24
0x69f7,12/03/2022,21:25:00,21:40:00,Cloudy,Jam,Buffet,1,No,Metropolitian,35
0x83a3,01/03/2022,17:40:00,17:50:00,Windy,Medium,Drinks,1,No,Metropolitian,27
0x392b,19/03/2022,23:15:00,23:20:00,Stormy,Low,Meal,1,No,Metropolitian,20
0xc4ae,14/02/2022,23:20:00,23:35:00,Sandstorms,Low,Meal,1,No,Metropolitian,18
0x83fd,27/03/2022,22:45:00,22:55:00,Sandstorms,Low,Snack,1,No,Metropolitian,18
0xdcc4,14/02/2022,23:50:00,23:55:00,Sunny,Low,Drinks,1,No,Metropolitian,22
0x92e8,10/03/2022,23:30:00,23:35:00,Stormy,Low,Buffet,0,No,Urban,17
0x3513,09/03/2022,20:55:00,21:05:00,Stormy,Jam,Buffet,1,No,Metropolitian,29
0xa486,29/03/2022,23:50:00,00:00:00,Sunny,Low,Snack,1,No,Metropolitian,21
0xbb2f,20/03/2022,19:55:00,20:00:00,Cloudy,Jam,Drinks,1,No,Metropolitian,41
0x604f,18/03/2022,19:15:00,19:25:00,Sandstorms,Jam,Meal,1,No,Metropolitian,44
0xe266,17/02/2022,15:20:00,15:35:00,Stormy,Medium,Snack,1,No,Urban,30
0xacd4,05/03/2022,18:40:00,18:55:00,Fog,Medium,Drinks,1,No,Metropolitian,16
0x980a,10/03/2022,17:20:00,17:30:00,Sunny,Medium,Buffet,1,No,Metropolitian,17
0x5cf5,15/03/2022,16:25:00,16:30:00,Sandstorms,Medium,Drinks,1,No,Metropolitian,27
0x6c93,16/03/2022,17:10:00,17:25:00,Stormy,Medium,Meal,1,No,Metropolitian,23
0xd144,13/02/2022,17:20:00,17:30:00,Fog,Medium,Meal,1,No,Urban,18
0x165b,30/03/2022,18:20:00,18:25:00,Stormy,Medium,Buffet,1,No,Metropolitian,33
0x3ebf,25/03/2022,20:45:00,20:55:00,Cloudy,Jam,Buffet,1,No,Metropolitian,41
0x6c3d,06/03/2022,23:20:00,23:25:00,Cloudy,Low,Drinks,1,No,Metropolitian,21
0xbe3e,31/03/2022,18:35:00,18:50:00,Windy,Medium,Drinks,1,No,Metropolitian,28
0xd96c,15/02/2022,10:45:00,10:55:00,Windy,Low,Meal,1,No,Metropolitian,20
0x7f83,26/03/2022,22:30:00,22:45:00,Stormy,Low,Buffet,1,No,Metropolitian,22
0x6722,19/03/2022,18:55:00,19:10:00,Sandstorms,Medium,Meal,1,No,Metropolitian,31
0x40f8,16/03/2022,23:15:00,23:30:00,Sunny,Low,Meal,0,No,Metropolitian,20
0x126d,19/03/2022,13:20:00,13:35:00,Fog,High,Snack,0,No,Metropolitian,33
0xac24,02/03/2022,20:10:00,20:15:00,Cloudy,Jam,Snack,1,No,Metropolitian,45
0x4860,13/03/2022,23:50:00,23:55:00,Sunny,Low,Snack,1,No,Metropolitian,19
0x54f7,05/04/2022,18:00:00,18:10:00,Fog,Medium,Snack,1,No,Urban,17
0x886e,25/03/2022,19:30:00,19:45:00,Sandstorms,Jam,Snack,1,No,Metropolitian,39
0x5512,28/03/2022,10:00:00,10:10:00,Windy,Low,Snack,1,No,Metropolitian,18
0xdcd6,15/02/2022,09:30:00,09:35:00,Cloudy,Low,Meal,1,No,Metropolitian,22
0x1ca3,11/03/2022,16:10:00,16:15:00,Windy,Medium,Snack,1,No,Metropolitian,27
0x7534,02/03/2022,22:45:00,22:50:00,Windy,Low,Drinks,1,No,Metropolitian,19
0x4fd2,15/03/2022,09:50:00,09:55:00,Cloudy,Low,Drinks,0,No,Urban,18
0x6222,25/03/2022,18:00:00,18:05:00,Fog,Medium,Drinks,1,No,Metropolitian,30
0x6b60,09/03/2022,17:20:00,17:35:00,Sandstorms,Medium,Buffet,1,No,Metropolitian,28
0x5312,30/03/2022,21:10:00,21:25:00,Sandstorms,Jam,Snack,1,No,Metropolitian,30
0xd718,16/02/2022,20:20:00,20:25:00,Windy,Jam,Meal,1,No,Metropolitian,19
0xd512,15/02/2022,11:45:00,11:55:00,Sandstorms,High,Buffet,1,No,Urban,30
0x7a50,07/03/2022,14:00:00,14:10:00,Fog,High,Buffet,1,No,Urban,31
0x1248,16/03/2022,18:15:00,18:20:00,Windy,Medium,Snack,1,No,Metropolitian,25
0x3822,24/03/2022,21:10:00,21:15:00,Fog,Jam,Buffet,1,No,Urban,21
0x415a,31/03/2022,22:35:00,22:50:00,Sunny,Low,Buffet,0,No,Metropolitian,28
0xd415,13/02/2022,09:30:00,09:40:00,Sandstorms,Low,Snack,1,No,Metropolitian,12
0x6fb9,20/03/2022,18:35:00,18:50:00,Fog,Medium,Snack,2,No,Metropolitian,38
0x5434,17/03/2022,09:15:00,09:20:00,Sunny,Low,Meal,1,No,Urban,24
0x47f8,01/03/2022,22:40:00,22:45:00,Fog,Low,Drinks,0,No,Metropolitian,17
0xca26,16/02/2022,21:30:00,21:45:00,Sunny,Jam,Buffet,1,No,Urban,30
0x4015,03/03/2022,10:00:00,10:15:00,Fog,Low,Meal,1,No,Metropolitian,17
0x76c0,13/03/2022,20:25:00,20:30:00,Cloudy,Jam,Drinks,1,No,Urban,27
0x18ae,05/04/2022,17:15:00,17:20:00,Sandstorms,Medium,Meal,0,No,Metropolitian,29
0x224e,04/03/2022,18:55:00,19:05:00,Stormy,Medium,Snack,0,No,Urban,33
0xa6df,02/04/2022,18:20:00,18:35:00,Sunny,Medium,Snack,0,No,Metropolitian,27
0x4fd7,03/04/2022,08:30:00,08:45:00,Sandstorms,Low,Buffet,1,No,Urban,10
0x6f35,19/03/2022,10:40:00,10:45:00,Fog,Low,Buffet,1,No,Urban,19
0x975f,25/03/2022,21:35:00,21:40:00,Stormy,Jam,Meal,1,No,Urban,36
0x29a0,26/03/2022,19:35:00,19:50:00,Windy,Jam,Drinks,1,No,Metropolitian,31
0xa05c,17/03/2022,22:55:00,23:05:00,Stormy,Low,Snack,1,No,Metropolitian,21
0x578e,06/03/2022,21:55:00,22:05:00,Fog,Jam,Drinks,2,No,Metropolitian,48
0xb2d6,04/03/2022,19:20:00,19:30:00,Windy,Jam,Buffet,2,No,Metropolitian,44
0x41cc,04/03/2022,18:40:00,18:45:00,Stormy,Medium,Drinks,1,No,Urban,18
0x34fd,24/03/2022,21:55:00,22:10:00,Sunny,Jam,Snack,0,No,Metropolitian,12
0xa72f,01/03/2022,08:45:00,08:55:00,Stormy,Low,Snack,1,No,Metropolitian,12
0x64c2,14/03/2022,19:55:00,20:00:00,Windy,Jam,Meal,1,No,Urban,29
0x1278,02/04/2022,19:00:00,19:10:00,Windy,Medium,Buffet,1,No,Metropolitian,25
0xf7e,08/03/2022,17:55:00,18:00:00,Windy,Medium,Drinks,1,No,Metropolitian,25
0xb3eb,03/04/2022,11:20:00,11:25:00,Sandstorms,High,Drinks,0,No,Metropolitian,47
0x76e2,24/03/2022,10:55:00,11:05:00,Fog,Low,Meal,0,No,Urban,11
0xb26b,01/03/2022,17:15:00,17:25:00,Fog,Medium,Drinks,1,No,Metropolitian,34
0x7a65,10/03/2022,18:10:00,18:15:00,Sandstorms,Medium,Meal,0,No,Metropolitian,30
0x63ab,17/03/2022,22:30:00,22:45:00,Windy,Low,Buffet,0,No,Metropolitian,22
0x75a2,31/03/2022,17:35:00,17:50:00,Stormy,Medium,Buffet,0,No,Urban,21
0x9df4,03/03/2022,14:25:00,14:30:00,Sandstorms,High,Buffet,1,No,Metropolitian,33
0x86cf,25/03/2022,18:15:00,18:30:00,Cloudy,Medium,Buffet,1,No,Metropolitian,40
0x441f,14/03/2022,17:35:00,17:40:00,Fog,Medium,Meal,1,No,Metropolitian,30
0x978c,30/03/2022,23:40:00,23:50:00,Stormy,Low,Snack,1,No,Metropolitian,24
0xcf1e,15/02/2022,11:30:00,11:40:00,Fog,High,Buffet,1,No,Metropolitian,25
0x64c0,25/03/2022,17:25:00,17:35:00,Stormy,Medium,Snack,1,No,Metropolitian,39
0x9977,02/04/2022,19:10:00,19:15:00,Windy,Jam,Meal,1,No,Metropolitian,30
0x5afa,03/03/2022,10:35:00,10:45:00,Cloudy,Low,Meal,0,No,Metropolitian,24
0xd217,13/02/2022,17:55:00,18:00:00,Stormy,Medium,Drinks,1,No,Metropolitian,27
0x446b,02/04/2022,23:35:00,23:40:00,Stormy,Low,Meal,1,No,Metropolitian,23
0x2351,18/03/2022,22:40:00,22:50:00,Stormy,Low,Buffet,1,No,Metropolitian,23
0x36f7,26/03/2022,11:15:00,11:30:00,Sandstorms,High,Snack,0,No,Metropolitian,31
0x1ad4,06/03/2022,17:25:00,17:35:00,Sandstorms,Medium,Drinks,0,No,Urban,22
0x1f55,01/04/2022,14:55:00,15:10:00,Sandstorms,High,Drinks,0,No,Urban,31
0x7514,13/03/2022,15:15:00,15:20:00,Stormy,Medium,Buffet,0,No,Urban,21
0x534d,25/03/2022,22:50:00,23:00:00,Sandstorms,Low,Buffet,1,No,Metropolitian,20
0x405e,14/03/2022,20:55:00,21:05:00,Windy,Jam,Drinks,1,No,Metropolitian,20
0x8447,25/03/2022,18:40:00,18:45:00,Sandstorms,Medium,Buffet,0,No,Metropolitian,39
0x2a2c,09/03/2022,17:20:00,17:30:00,Windy,Medium,Buffet,1,No,Metropolitian,30
0xa15a,15/03/2022,17:10:00,17:25:00,Sunny,Medium,Snack,1,No,Metropolitian,22
0x770e,06/04/2022,18:35:00,18:40:00,Windy,Medium,Drinks,1,No,Metropolitian,20
0xd66f,16/02/2022,22:00:00,22:10:00,Sunny,Jam,Meal,1,No,Urban,37
0xe006,11/02/2022,11:50:00,12:05:00,Cloudy,High,Meal,1,No,Metropolitian,28
0xb3f6,16/03/2022,18:50:00,19:05:00,Sandstorms,Medium,Buffet,1,No,Metropolitian,21
0x455c,13/03/2022,18:40:00,18:50:00,Sunny,Medium,Snack,0,No,Metropolitian,13
0xa5a5,11/03/2022,10:35:00,10:50:00,Fog,Low,Meal,1,No,Metropolitian,20
0xb3dd,31/03/2022,23:30:00,23:40:00,Windy,Low,Buffet,0,No,Urban,24
0x2704,23/03/2022,20:50:00,21:05:00,Sunny,Jam,Meal,1,No,Metropolitian,33
0x51cc,06/03/2022,22:50:00,23:00:00,Sandstorms,Low,Snack,1,No,Metropolitian,18
0x5e80,11/03/2022,15:10:00,15:15:00,Stormy,Medium,Buffet,0,No,Metropolitian,34
0xd81c,14/02/2022,17:30:00,17:35:00,Cloudy,Medium,Snack,2,No,Metropolitian,38
0x4b24,09/03/2022,17:15:00,17:30:00,Stormy,Medium,Snack,1,No,Urban,24
0xc64b,11/02/2022,09:40:00,09:45:00,Cloudy,Low,Snack,0,No,Metropolitian,10
0x4204,21/03/2022,18:50:00,18:55:00,Windy,Medium,Buffet,1,No,Metropolitian,26
0x1bbf,06/04/2022,22:35:00,22:50:00,Fog,Low,Drinks,1,No,Metropolitian,40
0x967c,14/03/2022,22:45:00,22:55:00,Windy,Low,Snack,0,No,Urban,16
0xa2f4,10/03/2022,20:15:00,20:20:00,Cloudy,Jam,Drinks,1,No,Metropolitian,44
0xde5a,13/02/2022,11:55:00,12:10:00,Fog,High,Snack,1,No,Metropolitian,21
0x3be4,11/03/2022,09:55:00,10:00:00,Cloudy,Low,Snack,1,No,Metropolitian,27
0xbd2c,03/03/2022,23:50:00,00:00:00,Sunny,Low,Meal,0,No,Metropolitian,24
0x433f,14/03/2022,18:40:00,18:50:00,Windy,Medium,Buffet,1,No,Metropolitian,22
0xd28d,14/02/2022,17:25:00,17:40:00,Windy,Medium,Meal,1,No,Metropolitian,37
0x9058,10/03/2022,22:40:00,22:50:00,Windy,Low,Meal,1,No,Metropolitian,26
0x6cb1,24/03/2022,21:50:00,22:05:00,Sunny,Jam,Snack,1,No,Urban,22
0xb1b0,08/03/2022,20:15:00,20:25:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,16
0x16f2,23/03/2022,18:30:00,18:35:00,Stormy,Medium,Buffet,1,No,Urban,27
0x25ad,15/03/2022,17:15:00,17:20:00,Fog,Medium,Drinks,1,No,Metropolitian,32
0x82b2,05/04/2022,23:30:00,23:35:00,Stormy,Low,Drinks,1,No,Metropolitian,20
0x9cde,20/03/2022,22:35:00,22:45:00,Sandstorms,Low,Drinks,1,No,Urban,18
0x41fb,26/03/2022,12:20:00,12:30:00,Sunny,High,Meal,0,No,Metropolitian,13
0x7fa0,01/04/2022,23:00:00,23:10:00,Fog,Low,Meal,1,No,Urban,24
0x7a30,25/03/2022,23:30:00,23:45:00,Sandstorms,Low,Meal,0,No,Metropolitian,18
0x6ea1,29/03/2022,22:25:00,22:30:00,Windy,Low,Meal,1,No,Urban,11
0x11e6,02/03/2022,22:55:00,23:05:00,Fog,Low,Snack,2,No,Metropolitian,39
0x412f,15/03/2022,09:30:00,09:40:00,Sunny,Low,Drinks,1,No,Metropolitian,23
0x10c7,19/03/2022,17:20:00,17:35:00,Fog,Medium,Buffet,1,No,Urban,19
0x5519,02/04/2022,21:45:00,21:55:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,35
0x9ec7,17/03/2022,19:00:00,19:10:00,Stormy,Medium,Meal,0,No,Metropolitian,26
0x8d4b,12/03/2022,20:25:00,20:35:00,Cloudy,Jam,Meal,1,Yes,Metropolitian,47
0x5a35,27/03/2022,18:10:00,18:15:00,Cloudy,Medium,Meal,1,No,Metropolitian,32
0x62c7,03/03/2022,18:50:00,19:00:00,Cloudy,Medium,Meal,0,No,Metropolitian,10
0x939d,06/03/2022,22:30:00,22:35:00,Sandstorms,Low,Buffet,1,No,Metropolitian,12
0x592e,21/03/2022,17:25:00,17:30:00,Cloudy,Medium,Snack,1,No,Metropolitian,16
0x4c25,05/04/2022,21:00:00,21:10:00,Sunny,Jam,Drinks,1,No,Metropolitian,15
0x4f69,04/04/2022,19:25:00,19:35:00,Cloudy,Jam,Drinks,1,No,Urban,41
0x6f9f,05/03/2022,22:45:00,23:00:00,Sandstorms,Low,Snack,1,No,Urban,22
0x8582,30/03/2022,08:35:00,08:40:00,Windy,Low,Buffet,1,No,Metropolitian,29
0xa452,21/03/2022,14:40:00,14:55:00,Sandstorms,High,Drinks,0,No,Metropolitian,33
0x8ab1,21/03/2022,10:55:00,11:05:00,Windy,Low,Buffet,0,No,Metropolitian,14
0x3d3f,30/03/2022,12:15:00,12:30:00,Windy,High,Snack,1,No,Urban,24
